Control1,Program,Date,Year,Month,Day,Location,Grid,Secchi Depth (cm)
9000611,Pamlico Sound Survey(APES),3/13/1990,1990,3,13,E. OF BLUFF TO LONG SH./RODAN.,YX64,
9000612,Pamlico Sound Survey(APES),3/13/1990,1990,3,13,E. OF BLUFF TO LONG SH./RODAN.,YW66,
9000613,Pamlico Sound Survey(APES),3/13/1990,1990,3,13,E. OF BLUFF TO LONG SH./RODAN.,YW69,
9000614,Pamlico Sound Survey(APES),3/13/1990,1990,3,13,E. OF BLUFF TO LONG SH./RODAN.,YS71,
9000615,Pamlico Sound Survey(APES),3/13/1990,1990,3,13,E. OF BLUFF TO LONG SH./RODAN.,YR71,
9000616,Pamlico Sound Survey(APES),3/13/1990,1990,3,13,OFF STUMPY POINT,YD66,
9000617,Pamlico Sound Survey(APES),3/13/1990,1990,3,13,LONG SH./RODAN. TO ROAN.MAR.LT.,YD69,
9000618,Pamlico Sound Survey(APES),3/13/1990,1990,3,13,LONG SH./RODAN. TO ROAN.MAR.LT.,YH67,
9000619,Pamlico Sound Survey(APES),3/13/1990,1990,3,13,LONG SH./RODAN. TO ROAN.MAR.LT.,YH68,
9000620,Pamlico Sound Survey(APES),3/13/1990,1990,3,13,PINGLETON SHOAL,YK58,
9000621,Pamlico Sound Survey(APES),3/12/1990,1990,3,12,E. OF BLUFF TO LONG SH./RODAN.,YR57,
9000622,Pamlico Sound Survey(APES),3/12/1990,1990,3,12,E. OF BLUFF TO LONG SH./RODAN.,YQ51,
9000623,Pamlico Sound Survey(APES),3/12/1990,1990,3,12,WYSOCKING BAY,YS48,
9000624,Pamlico Sound Survey(APES),3/12/1990,1990,3,12,OUTFALL CANAL,YV45,
9000625,Pamlico Sound Survey(APES),3/12/1990,1990,3,12,GREAT ISLAND,YX36,
9000626,Pamlico Sound Survey(APES),3/12/1990,1990,3,12,WEST OF BLUFF SHOAL,YZ27,
9000627,Pamlico Sound Survey(APES),3/12/1990,1990,3,12,WEST OF BLUFF SHOAL,ZA24,
9000628,Pamlico Sound Survey(APES),3/8/1990,1990,3,8,E. OF BLUFF TO LONG SH./RODAN.,YX46,
9000629,Pamlico Sound Survey(APES),3/5/1990,1990,3,5,WEST OF BLUFF SHOAL,ZP37,
9000630,Pamlico Sound Survey(APES),3/5/1990,1990,3,5,WEST OF BLUFF SHOAL,ZN35,
9000631,Pamlico Sound Survey(APES),3/5/1990,1990,3,5,WEST OF BLUFF SHOAL,ZK25,
9000632,Pamlico Sound Survey(APES),3/5/1990,1990,3,5,GUM THICKET SHOAL,ZN15,
9000633,Pamlico Sound Survey(APES),3/5/1990,1990,3,5,WEST OF BLUFF SHOAL,ZH19,
9000634,Pamlico Sound Survey(APES),3/6/1990,1990,3,6,E. OF BLUFF TO LONG SH./RODAN.,YR78,
9000635,Pamlico Sound Survey(APES),3/6/1990,1990,3,6,E. OF BLUFF TO LONG SH./RODAN.,YV75,
9000636,Pamlico Sound Survey(APES),3/6/1990,1990,3,6,E. OF BLUFF TO LONG SH./RODAN.,ZC65,
9000637,Pamlico Sound Survey(APES),3/6/1990,1990,3,6,CLAM SHOAL,YX73,
9000638,Pamlico Sound Survey(APES),3/6/1990,1990,3,6,LONG SH./RODAN. TO ROAN.MAR.LT.,YE75,
9000639,Pamlico Sound Survey(APES),3/6/1990,1990,3,6,LONG SH./RODAN. TO ROAN.MAR.LT.,Z72,
9000640,Pamlico Sound Survey(APES),3/6/1990,1990,3,6,LONG SH./RODAN. TO ROAN.MAR.LT.,Z71,
9000641,Pamlico Sound Survey(APES),3/6/1990,1990,3,6,LONG SH./RODAN. TO ROAN.MAR.LT.,X72,
9000642,Pamlico Sound Survey(APES),3/6/1990,1990,3,6,LONG SH./RODAN. TO ROAN.MAR.LT.,U70,
9000643,Pamlico Sound Survey(APES),3/8/1990,1990,3,8,E. OF BLUFF TO LONG SH./RODAN.,YT53,
9000644,Pamlico Sound Survey(APES),3/8/1990,1990,3,8,WEST OF BLUFF SHOAL,YY44,
9000645,Pamlico Sound Survey(APES),3/8/1990,1990,3,8,WEST OF BLUFF SHOAL,ZD38,
9000646,Pamlico Sound Survey(APES),3/8/1990,1990,3,8,INNER MIDDLE GROUND,ZC34,
9000647,Pamlico Sound Survey(APES),3/8/1990,1990,3,8,WEST OF BLUFF SHOAL,ZE37,
9003330,Pamlico Sound Survey(APES),6/19/1990,1990,6,19,E. OF BLUFF TO LONG SH./RODAN.,ZD52,
9003331,Pamlico Sound Survey(APES),6/19/1990,1990,6,19,E. OF BLUFF TO LONG SH./RODAN.,ZC52,
9003332,Pamlico Sound Survey(APES),6/19/1990,1990,6,19,E. OF BLUFF TO LONG SH./RODAN.,ZD54,
9003333,Pamlico Sound Survey(APES),6/19/1990,1990,6,19,E. OF BLUFF TO LONG SH./RODAN.,ZF54,
9003334,Pamlico Sound Survey(APES),6/19/1990,1990,6,19,E. OF BLUFF TO LONG SH./RODAN.,YY60,
9003335,Pamlico Sound Survey(APES),6/19/1990,1990,6,19,E. OF BLUFF TO LONG SH./RODAN.,YV66,
9003336,Pamlico Sound Survey(APES),6/19/1990,1990,6,19,E. OF BLUFF TO LONG SH./RODAN.,YX71,
9003337,Pamlico Sound Survey(APES),6/19/1990,1990,6,19,GULL ISLAND,YP79,
9003338,Pamlico Sound Survey(APES),6/19/1990,1990,6,19,E. OF BLUFF TO LONG SH./RODAN.,YN67,
9003339,Pamlico Sound Survey(APES),6/20/1990,1990,6,20,E. OF BLUFF TO LONG SH./RODAN.,YT67,
9003340,Pamlico Sound Survey(APES),6/20/1990,1990,6,20,E. OF BLUFF TO LONG SH./RODAN.,YR66,
9003341,Pamlico Sound Survey(APES),6/20/1990,1990,6,20,E. OF BLUFF TO LONG SH./RODAN.,YR63,
9003342,Pamlico Sound Survey(APES),6/20/1990,1990,6,20,E. OF BLUFF TO LONG SH./RODAN.,YR61,
9003343,Pamlico Sound Survey(APES),6/20/1990,1990,6,20,E. OF BLUFF TO LONG SH./RODAN.,YQ60,
9003344,Pamlico Sound Survey(APES),6/20/1990,1990,6,20,E. OF BLUFF TO LONG SH./RODAN.,YJ62,
9003345,Pamlico Sound Survey(APES),6/20/1990,1990,6,20,E. OF BLUFF TO LONG SH./RODAN.,YJ61,
9003346,Pamlico Sound Survey(APES),6/13/1990,1990,6,13,WEST OF BLUFF SHOAL,ZF30,
9003347,Pamlico Sound Survey(APES),6/13/1990,1990,6,13,WEST OF BLUFF SHOAL,ZL42,
9003348,Pamlico Sound Survey(APES),6/13/1990,1990,6,13,WEST OF BLUFF SHOAL,ZI27,
9003349,Pamlico Sound Survey(APES),6/13/1990,1990,6,13,BRANT ISLAND SHOAL,ZF29,
9003350,Pamlico Sound Survey(APES),6/14/1990,1990,6,14,LONG SH./RODAN. TO ROAN.MAR.LT.,YE73,
9003351,Pamlico Sound Survey(APES),6/14/1990,1990,6,14,LONG SH./RODAN. TO ROAN.MAR.LT.,Y70,
9003352,Pamlico Sound Survey(APES),6/14/1990,1990,6,14,LONG SH./RODAN. TO ROAN.MAR.LT.,YH68,
9003353,Pamlico Sound Survey(APES),6/14/1990,1990,6,14,LONG SH./RODAN. TO ROAN.MAR.LT.,YH75,
9003354,Pamlico Sound Survey(APES),6/14/1990,1990,6,14,LONG SH./RODAN. TO ROAN.MAR.LT.,YH69,
9003355,Pamlico Sound Survey(APES),6/14/1990,1990,6,14,LONG SH./RODAN. TO ROAN.MAR.LT.,YH67,
9003356,Pamlico Sound Survey(APES),6/7/1990,1990,6,7,E. OF BLUFF TO LONG SH./RODAN.,YR57,
9003357,Pamlico Sound Survey(APES),6/7/1990,1990,6,7,E. OF BLUFF TO LONG SH./RODAN.,YM57,
9003358,Pamlico Sound Survey(APES),6/6/1990,1990,6,6,E. OF BLUFF TO LONG SH./RODAN.,YQ54,
9003359,Pamlico Sound Survey(APES),6/6/1990,1990,6,6,E. OF BLUFF TO LONG SH./RODAN.,YS53,
9003360,Pamlico Sound Survey(APES),6/6/1990,1990,6,6,E. OF BLUFF TO LONG SH./RODAN.,YW50,
9003361,Pamlico Sound Survey(APES),6/6/1990,1990,6,6,WEST OF BLUFF SHOAL,ZA43,
9003362,Pamlico Sound Survey(APES),6/6/1990,1990,6,6,WEST OF BLUFF SHOAL,YZ27,
9003363,Pamlico Sound Survey(APES),6/6/1990,1990,6,6,WEST OF BLUFF SHOAL,ZA44,
9003364,Pamlico Sound Survey(APES),6/6/1990,1990,6,6,BLUFF SHOAL,YZ46,
9003365,Pamlico Sound Survey(APES),6/6/1990,1990,6,6,WEST OF BLUFF SHOAL,YZ38,
9003366,Pamlico Sound Survey(APES),6/6/1990,1990,6,6,WEST OF BLUFF SHOAL,ZA39,
9003367,Pamlico Sound Survey(APES),6/6/1990,1990,6,6,GREAT ISLAND,YZ35,
9003368,Pamlico Sound Survey(APES),6/6/1990,1990,6,6,WEST OF BLUFF SHOAL,ZB29,
9003369,Pamlico Sound Survey(APES),6/5/1990,1990,6,5,WEST OF BLUFF SHOAL,YW24,
9003370,Pamlico Sound Survey(APES),6/5/1990,1990,6,5,GUM PT./GARRISON PT. TO MOUTH,YW22,
9003371,Pamlico Sound Survey(APES),6/5/1990,1990,6,5,GUM PT./GARRISON PT. TO MOUTH,YU19,
9003372,Pamlico Sound Survey(APES),6/5/1990,1990,6,5,SNDY PT/O.FLD.PT-MOUTH,YT17,
9003373,Pamlico Sound Survey(APES),6/5/1990,1990,6,5,GUM PT./GARRISON PT. TO MOUTH,YV13,
9003374,Pamlico Sound Survey(APES),6/5/1990,1990,6,5,UPSTREAM DRNT/PUNGO PT,YL20,
9003375,Pamlico Sound Survey(APES),6/5/1990,1990,6,5,DRNT/PNGO PT-SNDY/OFLD,YQ16,
9003376,Pamlico Sound Survey(APES),6/5/1990,1990,6,5,MAULS PT/RGGD PT-GUM PT/GRRSN PT,YR2,
9003377,Pamlico Sound Survey(APES),6/5/1990,1990,6,5,MAULS PT/RGGD PT-GUM PT/GRRSN PT,YR1,
9003378,Pamlico Sound Survey(APES),6/4/1990,1990,6,4,MOUTH TO CHERRY PT/WILKINSON PT.,ZO14,
9003379,Pamlico Sound Survey(APES),6/4/1990,1990,6,4,MOUTH TO CHERRY PT/WILKINSON PT.,ZU5,
9003380,Pamlico Sound Survey(APES),6/4/1990,1990,6,4,MOUTH TO CHERRY PT/WILKINSON PT.,ZQ13,
9003381,Pamlico Sound Survey(APES),6/4/1990,1990,6,4,MOUTH TO CHERRY PT/WILKINSON PT.,ZP14,
9003382,Pamlico Sound Survey(APES),6/4/1990,1990,6,4,CHERRY PT/WILK. PT TO NEW BERN,ZR85,
9005964,Pamlico Sound Survey(APES),9/10/1990,1990,9,10,MOUTH TO CHERRY PT/WILKINSON PT.,ZT5,
9005965,Pamlico Sound Survey(APES),9/10/1990,1990,9,10,CHERRY PT/WILK. PT TO NEW BERN,ZS86,
9005966,Pamlico Sound Survey(APES),9/10/1990,1990,9,10,CHERRY PT/WILK. PT TO NEW BERN,ZR83,
9005967,Pamlico Sound Survey(APES),9/10/1990,1990,9,10,MOUTH TO CHERRY PT/WILKINSON PT.,ZM20,
9005968,Pamlico Sound Survey(APES),9/10/1990,1990,9,10,GUM THICKET SHOAL,ZN15,
9005969,Pamlico Sound Survey(APES),9/11/1990,1990,9,11,MAULS PT/RGGD PT-GUM PT/GRRSN PT,YR1,
9005970,Pamlico Sound Survey(APES),9/11/1990,1990,9,11,UPSTREAM OF MAULS PT/RAGGED PT,YP84,
9005971,Pamlico Sound Survey(APES),9/11/1990,1990,9,11,UPSTREAM OF MAULS PT/RAGGED PT,YQ82,
9005972,Pamlico Sound Survey(APES),9/11/1990,1990,9,11,GUM PT./GARRISON PT. TO MOUTH,YV18,
9005973,Pamlico Sound Survey(APES),9/11/1990,1990,9,11,GUM PT./GARRISON PT. TO MOUTH,YS4,
9005974,Pamlico Sound Survey(APES),6/12/1990,1990,6,12,WEST OF BLUFF SHOAL,YY38,
9005975,Pamlico Sound Survey(APES),9/12/1990,1990,9,12,UPSTREAM DRNT/PUNGO PT,YL15,
9005976,Pamlico Sound Survey(APES),9/12/1990,1990,9,12,DRNT/PNGO PT-SNDY/OFLD,YO16,
9005977,Pamlico Sound Survey(APES),9/12/1990,1990,9,12,DRNT/PNGO PT-SNDY/OFLD,YO15,
9005978,Pamlico Sound Survey(APES),9/12/1990,1990,9,12,WEST OF BLUFF SHOAL,YW25,
9005979,Pamlico Sound Survey(APES),9/12/1990,1990,9,12,UPPER MIDDLE GROUND,YZ29,
9005980,Pamlico Sound Survey(APES),9/12/1990,1990,9,12,WEST OF BLUFF SHOAL,ZB26,
9005981,Pamlico Sound Survey(APES),9/13/1990,1990,9,13,E. OF BLUFF TO LONG SH./RODAN.,YM66,
9005982,Pamlico Sound Survey(APES),9/13/1990,1990,9,13,PINGLETON SHOAL,YL55,
9005983,Pamlico Sound Survey(APES),9/13/1990,1990,9,13,E. OF BLUFF TO LONG SH./RODAN.,YM76,
9005984,Pamlico Sound Survey(APES),9/13/1990,1990,9,13,GULL ISLAND,YO78,
9005985,Pamlico Sound Survey(APES),9/13/1990,1990,9,13,E. OF BLUFF TO LONG SH./RODAN.,YV66,
9005986,Pamlico Sound Survey(APES),9/13/1990,1990,9,13,E. OF BLUFF TO LONG SH./RODAN.,YP72,
9005987,Pamlico Sound Survey(APES),9/13/1990,1990,9,13,E. OF BLUFF TO LONG SH./RODAN.,YO76,
9005988,Pamlico Sound Survey(APES),9/13/1990,1990,9,13,E. OF BLUFF TO LONG SH./RODAN.,YX61,
9005989,Pamlico Sound Survey(APES),9/13/1990,1990,9,13,E. OF BLUFF TO LONG SH./RODAN.,YY60,
9005990,Pamlico Sound Survey(APES),9/18/1990,1990,9,18,E. OF BLUFF TO LONG SH./RODAN.,YN65,
9005991,Pamlico Sound Survey(APES),9/18/1990,1990,9,18,E. OF BLUFF TO LONG SH./RODAN.,YQ64,
9005992,Pamlico Sound Survey(APES),9/18/1990,1990,9,18,E. OF BLUFF TO LONG SH./RODAN.,YR53,
9005993,Pamlico Sound Survey(APES),9/18/1990,1990,9,18,E. OF BLUFF TO LONG SH./RODAN.,YW51,
9005994,Pamlico Sound Survey(APES),9/18/1990,1990,9,18,E. OF BLUFF TO LONG SH./RODAN.,YW52,
9005995,Pamlico Sound Survey(APES),9/18/1990,1990,9,18,GULL SHOAL,YT51,
9005996,Pamlico Sound Survey(APES),9/18/1990,1990,9,18,E. OF BLUFF TO LONG SH./RODAN.,YV51,
9005997,Pamlico Sound Survey(APES),9/18/1990,1990,9,18,E. OF BLUFF TO LONG SH./RODAN.,YO56,
9005998,Pamlico Sound Survey(APES),9/18/1990,1990,9,18,E. OF BLUFF TO LONG SH./RODAN.,YN62,
9005999,Pamlico Sound Survey(APES),9/19/1990,1990,9,19,LONG SH./RODAN. TO ROAN.MAR.LT.,Y72,
9006000,Pamlico Sound Survey(APES),9/19/1990,1990,9,19,LONG SH./RODAN. TO ROAN.MAR.LT.,YE69,
9006001,Pamlico Sound Survey(APES),9/19/1990,1990,9,19,LONG SH./RODAN. TO ROAN.MAR.LT.,YF67,
9006002,Pamlico Sound Survey(APES),9/19/1990,1990,9,19,LONG SH./RODAN. TO ROAN.MAR.LT.,YF78,
9006003,Pamlico Sound Survey(APES),9/19/1990,1990,9,19,LONG SH./RODAN. TO ROAN.MAR.LT.,YI71,
9006004,Pamlico Sound Survey(APES),9/19/1990,1990,9,19,LONG SHOAL,YI65,
9006005,Pamlico Sound Survey(APES),9/19/1990,1990,9,19,E. OF BLUFF TO LONG SH./RODAN.,YS64,
9006006,Pamlico Sound Survey(APES),9/19/1990,1990,9,19,E. OF BLUFF TO LONG SH./RODAN.,YT61,
9006007,Pamlico Sound Survey(APES),9/19/1990,1990,9,19,CROATAN SOUND,P67,
9006008,Pamlico Sound Survey(APES),9/20/1990,1990,9,20,WEST OF BLUFF SHOAL,ZF41,
9006009,Pamlico Sound Survey(APES),9/20/1990,1990,9,20,BLUFF SHOAL,ZA45,
9006010,Pamlico Sound Survey(APES),9/20/1990,1990,9,20,E. OF BLUFF TO LONG SH./RODAN.,YZ54,
9006011,Pamlico Sound Survey(APES),9/20/1990,1990,9,20,BRANT ISLAND SHOAL,ZF29,
9006012,Pamlico Sound Survey(APES),9/20/1990,1990,9,20,E. OF BLUFF TO LONG SH./RODAN.,ZE45,
9006013,Pamlico Sound Survey(APES),9/20/1990,1990,9,20,SEVEN FOOT PATCH,ZC45,
9006014,Pamlico Sound Survey(APES),9/20/1990,1990,9,20,E. OF BLUFF TO LONG SH./RODAN.,YZ52,
9006015,Pamlico Sound Survey(APES),9/20/1990,1990,9,20,E. OF BLUFF TO LONG SH./RODAN.,ZA54,
9106518,Pamlico Sound Survey(APES),6/10/1991,1991,6,10,MOUTH TO CHERRY PT/WILKINSON PT.,ZO17,
9106519,Pamlico Sound Survey(APES),6/10/1991,1991,6,10,MOUTH TO CHERRY PT/WILKINSON PT.,ZO18,
9106520,Pamlico Sound Survey(APES),6/10/1991,1991,6,10,MOUTH TO CHERRY PT/WILKINSON PT.,ZU3,
9106521,Pamlico Sound Survey(APES),6/10/1991,1991,6,10,SOUTH RIVER,ZR15,
9106522,Pamlico Sound Survey(APES),6/10/1991,1991,6,10,MOUTH TO CHERRY PT/WILKINSON PT.,ZQ13,
9106523,Pamlico Sound Survey(APES),6/11/1991,1991,6,11,WEST OF BLUFF SHOAL,ZO30,
9106524,Pamlico Sound Survey(APES),6/11/1991,1991,6,11,WEST OF BLUFF SHOAL,ZM30,
9106525,Pamlico Sound Survey(APES),6/11/1991,1991,6,11,WEST OF BLUFF SHOAL,ZN42,
9106526,Pamlico Sound Survey(APES),6/11/1991,1991,6,11,WEST OF BLUFF SHOAL,ZE30,
9106527,Pamlico Sound Survey(APES),6/11/1991,1991,6,11,WEST OF BLUFF SHOAL,ZF37,
9106528,Pamlico Sound Survey(APES),6/11/1991,1991,6,11,E. OF BLUFF TO LONG SH./RODAN.,ZD45,
9106529,Pamlico Sound Survey(APES),6/11/1991,1991,6,11,BLUFF SHOAL,ZG45,
9106530,Pamlico Sound Survey(APES),6/11/1991,1991,6,11,HOWARD REEF,ZH51,
9106531,Pamlico Sound Survey(APES),6/12/1991,1991,6,12,WYSOCKING BAY,YS47,
9106532,Pamlico Sound Survey(APES),6/12/1991,1991,6,12,E. OF BLUFF TO LONG SH./RODAN.,YW57,
9106533,Pamlico Sound Survey(APES),6/12/1991,1991,6,12,E. OF BLUFF TO LONG SH./RODAN.,YY55,
9106534,Pamlico Sound Survey(APES),6/12/1991,1991,6,12,E. OF BLUFF TO LONG SH./RODAN.,YT64,
9106535,Pamlico Sound Survey(APES),6/12/1991,1991,6,12,BLUFF SHOAL,YZ46,
9106536,Pamlico Sound Survey(APES),6/12/1991,1991,6,12,E. OF BLUFF TO LONG SH./RODAN.,YY60,
9106537,Pamlico Sound Survey(APES),6/12/1991,1991,6,12,E. OF BLUFF TO LONG SH./RODAN.,ZD60,
9106538,Pamlico Sound Survey(APES),6/13/1991,1991,6,13,E. OF BLUFF TO LONG SH./RODAN.,YN71,
9106539,Pamlico Sound Survey(APES),6/13/1991,1991,6,13,E. OF BLUFF TO LONG SH./RODAN.,YP69,
9106540,Pamlico Sound Survey(APES),6/13/1991,1991,6,13,E. OF BLUFF TO LONG SH./RODAN.,YN54,
9106541,Pamlico Sound Survey(APES),6/13/1991,1991,6,13,E. OF BLUFF TO LONG SH./RODAN.,YN58,
9106542,Pamlico Sound Survey(APES),6/13/1991,1991,6,13,E. OF BLUFF TO LONG SH./RODAN.,YR66,
9106543,Pamlico Sound Survey(APES),6/18/1991,1991,6,18,SNDY PT/O.FLD.PT-MOUTH,YR17,
9106544,Pamlico Sound Survey(APES),6/18/1991,1991,6,18,GUM PT./GARRISON PT. TO MOUTH,YU10,
9106545,Pamlico Sound Survey(APES),6/18/1991,1991,6,18,DRNT/PNGO PT-SNDY/OFLD,YO16,
9106546,Pamlico Sound Survey(APES),6/18/1991,1991,6,18,DRNT/PNGO PT-SNDY/OFLD,YO15,
9106547,Pamlico Sound Survey(APES),6/18/1991,1991,6,18,GUM PT./GARRISON PT. TO MOUTH,YU20,
9106548,Pamlico Sound Survey(APES),6/18/1991,1991,6,18,GUM PT./GARRISON PT. TO MOUTH,YU13,
9106549,Pamlico Sound Survey(APES),6/19/1991,1991,6,19,WEST OF BLUFF SHOAL,ZA38,
9106550,Pamlico Sound Survey(APES),6/19/1991,1991,6,19,WEST OF BLUFF SHOAL,YX22,
9106551,Pamlico Sound Survey(APES),6/19/1991,1991,6,19,GUM PT./GARRISON PT. TO MOUTH,YV21,
9106552,Pamlico Sound Survey(APES),6/19/1991,1991,6,19,GUM PT./GARRISON PT. TO MOUTH,YV22,
9106553,Pamlico Sound Survey(APES),6/19/1991,1991,6,19,WEST OF BLUFF SHOAL,YV23,
9106554,Pamlico Sound Survey(APES),6/19/1991,1991,6,19,WEST OF BLUFF SHOAL,YY30,
9106555,Pamlico Sound Survey(APES),6/25/1991,1991,6,25,E. OF BLUFF TO LONG SH./RODAN.,YL58,
9106556,Pamlico Sound Survey(APES),6/25/1991,1991,6,25,E. OF BLUFF TO LONG SH./RODAN.,YM61,
9106557,Pamlico Sound Survey(APES),6/25/1991,1991,6,25,E. OF BLUFF TO LONG SH./RODAN.,YJ61,
9106558,Pamlico Sound Survey(APES),6/25/1991,1991,6,25,E. OF BLUFF TO LONG SH./RODAN.,YK63,
9106559,Pamlico Sound Survey(APES),6/26/1991,1991,6,26,LONG SHOAL,YI65,
9106560,Pamlico Sound Survey(APES),6/26/1991,1991,6,26,LONG SH./RODAN. TO ROAN.MAR.LT.,Z71,
9106561,Pamlico Sound Survey(APES),6/26/1991,1991,6,26,LONG SH./RODAN. TO ROAN.MAR.LT.,YE72,
9106562,Pamlico Sound Survey(APES),6/26/1991,1991,6,26,LONG SH./RODAN. TO ROAN.MAR.LT.,YE70,
9106563,Pamlico Sound Survey(APES),6/26/1991,1991,6,26,LONG SH./RODAN. TO ROAN.MAR.LT.,Y72,
9106564,Pamlico Sound Survey(APES),6/26/1991,1991,6,26,LONG SH./RODAN. TO ROAN.MAR.LT.,YE68,
9106565,Pamlico Sound Survey(APES),6/27/1991,1991,6,27,E. OF BLUFF TO LONG SH./RODAN.,YK77,
9106566,Pamlico Sound Survey(APES),6/27/1991,1991,6,27,LONG SH./RODAN. TO ROAN.MAR.LT.,YH79,
9106567,Pamlico Sound Survey(APES),6/27/1991,1991,6,27,E. OF BLUFF TO LONG SH./RODAN.,YQ78,
9106568,Pamlico Sound Survey(APES),6/27/1991,1991,6,27,E. OF BLUFF TO LONG SH./RODAN.,YQ74,
9106569,Pamlico Sound Survey(APES),6/27/1991,1991,6,27,E. OF BLUFF TO LONG SH./RODAN.,YS75,
9106570,Pamlico Sound Survey(APES),6/27/1991,1991,6,27,E. OF BLUFF TO LONG SH./RODAN.,YS74,
9106773,Pamlico Sound Survey(APES),9/10/1991,1991,9,10,E. OF BLUFF TO LONG SH./RODAN.,YW68,
9106774,Pamlico Sound Survey(APES),9/10/1991,1991,9,10,CLAM SHOAL,YY71,
9106775,Pamlico Sound Survey(APES),9/10/1991,1991,9,10,E. OF BLUFF TO LONG SH./RODAN.,ZA59,
9106776,Pamlico Sound Survey(APES),9/10/1991,1991,9,10,E. OF BLUFF TO LONG SH./RODAN.,ZF57,
9106777,Pamlico Sound Survey(APES),9/10/1991,1991,9,10,E. OF BLUFF TO LONG SH./RODAN.,ZF49,
9106778,Pamlico Sound Survey(APES),9/10/1991,1991,9,10,E. OF BLUFF TO LONG SH./RODAN.,YY66,
9106779,Pamlico Sound Survey(APES),9/10/1991,1991,9,10,E. OF BLUFF TO LONG SH./RODAN.,YV72,
9106780,Pamlico Sound Survey(APES),9/10/1991,1991,9,10,LONG SH./RODAN. TO ROAN.MAR.LT.,YH75,
9106781,Pamlico Sound Survey(APES),9/10/1991,1991,9,10,LONG SH./RODAN. TO ROAN.MAR.LT.,YI75,
9106782,Pamlico Sound Survey(APES),9/10/1991,1991,9,10,E. OF BLUFF TO LONG SH./RODAN.,YK73,
9106783,Pamlico Sound Survey(APES),9/11/1991,1991,9,11,E. OF BLUFF TO LONG SH./RODAN.,YJ62,
9106784,Pamlico Sound Survey(APES),9/11/1991,1991,9,11,LONG SH./RODAN. TO ROAN.MAR.LT.,YH68,
9106785,Pamlico Sound Survey(APES),9/11/1991,1991,9,11,CROATAN SOUND,T69,
9106786,Pamlico Sound Survey(APES),9/11/1991,1991,9,11,LONG SH./RODAN. TO ROAN.MAR.LT.,YD73,
9106787,Pamlico Sound Survey(APES),9/11/1991,1991,9,11,E. OF BLUFF TO LONG SH./RODAN.,YK61,
9106788,Pamlico Sound Survey(APES),9/12/1991,1991,9,12,E. OF BLUFF TO LONG SH./RODAN.,YU65,
9106789,Pamlico Sound Survey(APES),9/12/1991,1991,9,12,E. OF BLUFF TO LONG SH./RODAN.,YU61,
9106790,Pamlico Sound Survey(APES),9/12/1991,1991,9,12,E. OF BLUFF TO LONG SH./RODAN.,YQ62,
9106791,Pamlico Sound Survey(APES),9/12/1991,1991,9,12,E. OF BLUFF TO LONG SH./RODAN.,YS58,
9106792,Pamlico Sound Survey(APES),9/12/1991,1991,9,12,E. OF BLUFF TO LONG SH./RODAN.,YS53,
9106793,Pamlico Sound Survey(APES),9/12/1991,1991,9,12,E. OF BLUFF TO LONG SH./RODAN.,YQ53,
9106794,Pamlico Sound Survey(APES),9/12/1991,1991,9,12,E. OF BLUFF TO LONG SH./RODAN.,YO56,
9106795,Pamlico Sound Survey(APES),9/18/1991,1991,9,18,WEST OF BLUFF SHOAL,ZL33,
9106796,Pamlico Sound Survey(APES),9/18/1991,1991,9,18,WEST OF BLUFF SHOAL,ZJ31,
9106797,Pamlico Sound Survey(APES),9/18/1991,1991,9,18,WEST OF BLUFF SHOAL,ZJ23,
9106798,Pamlico Sound Survey(APES),9/16/1991,1991,9,16,WEST OF BLUFF SHOAL,ZB25,
9106799,Pamlico Sound Survey(APES),9/16/1991,1991,9,16,WEST OF BLUFF SHOAL,ZD30,
9106800,Pamlico Sound Survey(APES),9/16/1991,1991,9,16,WEST OF BLUFF SHOAL,YZ33,
9106801,Pamlico Sound Survey(APES),9/17/1991,1991,9,17,MAULS PT/RGGD PT-GUM PT/GRRSN PT,YR3,
9106802,Pamlico Sound Survey(APES),9/17/1991,1991,9,17,UPSTREAM OF MAULS PT/RAGGED PT,YQ82,
9106803,Pamlico Sound Survey(APES),9/17/1991,1991,9,17,GUM PT./GARRISON PT. TO MOUTH,YT5,
9106804,Pamlico Sound Survey(APES),9/17/1991,1991,9,17,GUM PT./GARRISON PT. TO MOUTH,YV17,
9106805,Pamlico Sound Survey(APES),9/17/1991,1991,9,17,GUM PT./GARRISON PT. TO MOUTH,YS8,
9106806,Pamlico Sound Survey(APES),9/12/1991,1991,9,12,MIDDELTON ANCHORAGE,YO53,
9106807,Pamlico Sound Survey(APES),9/12/1991,1991,9,12,E. OF BLUFF TO LONG SH./RODAN.,YP53,
9106808,Pamlico Sound Survey(APES),9/11/1991,1991,9,11,LONG SHOAL RIVER,YI58,
9106809,Pamlico Sound Survey(APES),9/11/1991,1991,9,11,LONG SH./RODAN. TO ROAN.MAR.LT.,Y73,
9106810,Pamlico Sound Survey(APES),9/11/1991,1991,9,11,LONG SH./RODAN. TO ROAN.MAR.LT.,YG67,
9106811,Pamlico Sound Survey(APES),9/11/1991,1991,9,11,OFF STUMPY POINT,YC66,
9106812,Pamlico Sound Survey(APES),9/10/1991,1991,9,10,E. OF BLUFF TO LONG SH./RODAN.,YT77,
9106813,Pamlico Sound Survey(APES),9/10/1991,1991,9,10,E. OF BLUFF TO LONG SH./RODAN.,ZD61,
