PROJECTNAME,PROJECTAGENCY,DATE,EVENTNAME,COLLECTIONNUMBER,VESSELNAME,GEARNAME,GEARCODE,TOWTYPETEXT,LOCATION,REGION,DEPTHZONE,STATIONCODE,EVENTTYPEDESCRIPTION,TEMPSURFACE,TEMPBOTTOM,SALINITYSURFACE,SALINITYBOTTOM,LIGHTPHASE,TIMESTART,TIMEZONE,DURATION,DEPTHSTART,DEPTHEND,PRESSURE,WINDSPEED,WINDDIRECTION,WAVEHEIGHT,TEMPAIR,PRECIPITATION,ESTIMATEDLOC,LATITUDESTART,LATITUDEEND,LONGITUDESTART,LONGITUDEEND,SDO,BDO,SEDSIZEDESC,BTMCOMPDESC,WEATHERDESC,WATERLVLDESC,ALTERATIONDESC,ACTIVITYDESC,NUMBERREP,ACCSPGRIDCODE,COMMENTS,LASTUPDATED
="Pamlico Sound Survey",="NCDMF",06-13-1988,="8802289",="880228901",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZL39",="STRATIFIED RANDOM EVENT",25,22.60,21.79999924,22.60000038,="DAY",="14:43",="EDT",20,4.9000000950,4.9000000950,,2,180,,,="F",="F",35.08330154,,-76.19170380,,,,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:18:50 AM
="Pamlico Sound Survey",="NCDMF",06-14-1988,="8802290",="880229001",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YS70",="STRATIFIED RANDOM EVENT",23.40,22.70,21.20000076,21.79999924,="DAY",="11:48",="EDT",20,6.4000000950,6.4000000950,,5,270,,,="F",="F",35.40000153,,-75.67500305,,,,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:18:50 AM
="Pamlico Sound Survey",="NCDMF",06-14-1988,="8802291",="880229101",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YY60",="STRATIFIED RANDOM EVENT",22.70,21,22.39999962,29.39999962,="DAY",="09:11",="EDT",20,7,7,,1,225,,,="F",="F",35.29999924,,-75.84169769,,,,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:18:50 AM
="Pamlico Sound Survey",="NCDMF",06-14-1988,="8802292",="880229201",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YY59",="STRATIFIED RANDOM EVENT",22.40,21.80,22.29999924,22.60000038,="DAY",="08:39",="EDT",20,7,7,,2,225,,,="F",="F",35.29999924,,-75.85829926,,,,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:18:50 AM
="Pamlico Sound Survey",="NCDMF",06-14-1988,="8802293",="880229301",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YY71",="STRATIFIED RANDOM EVENT",22.90,22.40,23.79999924,23.79999924,="DAY",="10:23",="EDT",20,4,4,,1,270,,,="F",="F",35.31669998,,-75.66670227,,,,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:18:50 AM
="Pamlico Sound Survey",="NCDMF",06-14-1988,="8802294",="880229401",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YV70",="STRATIFIED RANDOM EVENT",23.20,21.50,21.20000076,22.79999924,="DAY",="11:06",="EDT",20,4.5999999050,4.5999999050,,5,270,,,="F",="F",35.34999847,,-75.66670227,,,,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:18:51 AM
="Pamlico Sound Survey",="NCDMF",09-20-1988,="8803869",="880386901",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="NEUSE RIVER",="NORTH CAROLINA",,="ZQ11",="STRATIFIED RANDOM EVENT",23.90,24,19.70000076,22.70000076,="DAY",="08:49",="EDT",20,5.50,5.50,,3,135,,,="F",="F",35.01670074,,-76.65170288,,,,,,="CLEAR SKIES",,,,="01",="635-0029-000000",,3/1/2018 10:18:51 AM
="Pamlico Sound Survey",="NCDMF",09-20-1988,="8803870",="880387001",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="SHALLOW",="ZF16",="STRATIFIED RANDOM EVENT",25.10,24.90,22.50,22.10000038,="DAY",="10:47",="EDT",20,3.4000000950,3.4000000950,,5,135,,,="F",="F",35.18999863,,-76.56670380,,,,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:18:51 AM
="Pamlico Sound Survey",="NCDMF",09-20-1988,="8803871",="880387101",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO RIVER",="NORTH CAROLINA",,="YT6",="STRATIFIED RANDOM EVENT",25.90,24.30,15.80000019,17.39999962,="DAY",="12:59",="EDT",20,4.3000001910,4.3000001910,,5,180,,,="F",="F",35.39170074,,-76.73329926,,,,,,="CLEAR SKIES",,,,="01",="635-0033-000000",,3/1/2018 10:18:51 AM
="Pamlico Sound Survey",="NCDMF",09-20-1988,="8803872",="880387201",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO RIVER",="NORTH CAROLINA",,="YW18",="STRATIFIED RANDOM EVENT",25,24.10,20,23.50,="DAY",="14:25",="EDT",20,4.9000000950,4.9000000950,,12,180,,,="F",="F",35.34170151,,-76.55000305,,,,,,="CLEAR SKIES",,,,="01",="635-0033-000000",,3/1/2018 10:18:51 AM
="Pamlico Sound Survey",="NCDMF",09-20-1988,="8803873",="880387301",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="SHALLOW",="ZA31",="STRATIFIED RANDOM EVENT",25,24.80,24.50,24.20000076,="DAY",="16:01",="EDT",20,3,3,,12,180,,,="F",="F",35.27669907,,-76.33329773,,,,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:18:52 AM
="Pamlico Sound Survey",="NCDMF",09-20-1988,="8803874",="880387401",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="SHALLOW",="ZC34",="STRATIFIED RANDOM EVENT",25,24.80,25.10000038,25.10000038,="DAY",="16:52",="EDT",20,3.4000000950,3.4000000950,,16,180,,,="F",="F",35.24829865,,-76.28330231,,,,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:18:52 AM
="Pamlico Sound Survey",="NCDMF",09-20-1988,="8803875",="880387501",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZA34",="STRATIFIED RANDOM EVENT",25,24.80,24.50,24.10000038,="DAY",="17:40",="EDT",20,4.9000000950,4.9000000950,,15,180,,,="F",="F",35.26670074,,-76.27500153,,,,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:18:52 AM
="Pamlico Sound Survey",="NCDMF",09-20-1988,="8803876",="880387601",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="SHALLOW",="YX31",="STRATIFIED RANDOM EVENT",25.70,25.30,23,23.20000076,="DUSK",="18:31",="EDT",20,3.4000000950,3.4000000950,,15,180,,,="F",="F",35.31669998,,-76.32830048,,,,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:18:52 AM
="Pamlico Sound Survey",="NCDMF",09-21-1988,="8803877",="880387701",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YZ38",="STRATIFIED RANDOM EVENT",24.80,24.70,24.79999924,24.70000076,="DAY",="08:19",="EDT",20,4.5999999050,4.5999999050,,15,225,,,="F",="F",35.29669952,,-76.21669769,,,,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:18:52 AM
="Pamlico Sound Survey",="NCDMF",09-21-1988,="8803878",="880387801",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="SHALLOW",="YY40",="STRATIFIED RANDOM EVENT",25.20,25.30,24.39999962,24.39999962,="DAY",="08:58",="EDT",20,3.4000000950,3.4000000950,,15,225,,,="F",="F",35.30329895,,-76.18329620,,,,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:18:52 AM
="Pamlico Sound Survey",="NCDMF",09-21-1988,="8803879",="880387901",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="SHALLOW",="YT50",="STRATIFIED RANDOM EVENT",25.10,24.90,23.10000038,23.60000038,="DAY",="10:47",="EDT",20,2.7000000480,2.7000000480,,8,270,,,="F",="F",35.38669968,,-76,,,,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:18:53 AM
="Pamlico Sound Survey",="NCDMF",09-21-1988,="8803880",="880388001",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="SHALLOW",="YS48",="STRATIFIED RANDOM EVENT",25.30,25.10,22.89999962,23.20000076,="DAY",="11:36",="EDT",20,2.4000000950,2.4000000950,,5,315,,,="F",="F",35.40829849,,-76.50,,,,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:18:53 AM
="Pamlico Sound Survey",="NCDMF",09-21-1988,="8803881",="880388101",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="SHALLOW",="YR53",="STRATIFIED RANDOM EVENT",25.60,24.50,23.89999962,25.60000038,="DAY",="13:19",="EDT",20,3,3,,3,315,,,="F",="F",35.42499924,,-75.96669769,,,,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:18:53 AM
="Pamlico Sound Survey",="NCDMF",09-21-1988,="8803882",="880388201",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YQ55",="STRATIFIED RANDOM EVENT",25.80,24.90,23.70000076,25,="DAY",="14:01",="EDT",20,4.9000000950,4.9000000950,,5,270,,,="F",="F",35.44169998,,-75.83329773,,,,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:18:53 AM
="Pamlico Sound Survey",="NCDMF",09-21-1988,="8803883",="880388301",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="SHALLOW",="YO54",="STRATIFIED RANDOM EVENT",25.80,24.50,22.60000038,23.89999962,="DAY",="14:41",="EDT",20,3,3,,12,225,,,="F",="F",35.46670151,,-75.93329620,,,,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:18:53 AM
="Pamlico Sound Survey",="NCDMF",09-22-1988,="8803884",="880388401",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YR64",="STRATIFIED RANDOM EVENT",24.40,24.50,25.20000076,25.60000038,="DAY",="08:01",="EDT",20,6.0999999050,6.0999999050,,10,0,,,="F",="F",35.43330002,,-75.77500153,,,,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:18:53 AM
="Pamlico Sound Survey",="NCDMF",09-22-1988,="8803885",="880388501",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YU62",="STRATIFIED RANDOM EVENT",24.50,24.20,25.70000076,26.60000038,="DAY",="08:42",="EDT",20,5.8000001910,5.8000001910,,12,0,,,="F",="F",35.38330078,,-75.80829620,,,,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:18:54 AM
="Pamlico Sound Survey",="NCDMF",09-22-1988,="8803886",="880388601",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YX59",="STRATIFIED RANDOM EVENT",24.80,24.30,25.70000076,26.10000038,="DAY",="09:26",="EDT",20,6.0999999050,6.0999999050,,15,0,,,="F",="F",35.33330154,,-75.85829926,,,,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:18:54 AM
="Pamlico Sound Survey",="NCDMF",09-22-1988,="8803887",="880388701",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YY58",="STRATIFIED RANDOM EVENT",24.90,24.30,26.39999962,26.20000076,="DAY",="09:59",="EDT",20,6.0999999050,6.0999999050,,10,0,,,="F",="F",35.31669998,,-75.8750,,,,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:18:54 AM
="Pamlico Sound Survey",="NCDMF",09-22-1988,="8803888",="880388801",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZC53",="STRATIFIED RANDOM EVENT",24.80,24.30,26.10000038,27.50,="DAY",="10:54",="EDT",20,6.4000000950,6.4000000950,,8,0,,,="F",="F",35.25,,-75.95829773,,,,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:18:54 AM
="Pamlico Sound Survey",="NCDMF",09-22-1988,="8803889",="880388901",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZE45",="STRATIFIED RANDOM EVENT",25.20,25.10,27.10000038,29,="DAY",="11:58",="EDT",20,3.7000000480,3.7000000480,,5,135,,,="F",="F",35.18999863,,-76.56670380,,,,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:18:54 AM
="Pamlico Sound Survey",="NCDMF",09-12-1988,="8804217",="880421701",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="NEUSE RIVER",="NORTH CAROLINA",,="ZN20",="STRATIFIED RANDOM EVENT",23.60,23.40,22.89999962,23.50,="DAY",="09:07",="EDT",20,6.4000000950,6.4000000950,,5,45,,,="F",="F",35.05830002,,-76.51670074,,,,,,="CLEAR SKIES",,,,="01",="635-0029-000000",,3/1/2018 10:18:54 AM
="Pamlico Sound Survey",="NCDMF",09-12-1988,="8804218",="880421801",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZH27",="STRATIFIED RANDOM EVENT",21.50,23,23.39999962,26.39999962,="DAY",="10:27",="EDT",20,5.50,5.50,,6,45,,,="F",="F",35.15829849,,-76.40000153,,,,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:18:55 AM
="Pamlico Sound Survey",="NCDMF",09-12-1988,="8804219",="880421901",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZH30",="STRATIFIED RANDOM EVENT",24.70,24,23.89999962,27,="DAY",="11:06",="EDT",20,5.50,5.50,,5,45,,,="F",="F",35.15000153,,-76.34999847,,,,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:18:55 AM
="Pamlico Sound Survey",="NCDMF",09-12-1988,="8804220",="880422001",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZJ32",="STRATIFIED RANDOM EVENT",24.80,24.40,24.39999962,25.39999962,="DAY",="11:43",="EDT",20,6.4000000950,6.4000000950,,3,45,,,="F",="F",35.13330078,,-76.30829620,,,,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:18:55 AM
="Pamlico Sound Survey",="NCDMF",09-12-1988,="8804221",="880422101",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZM34",="STRATIFIED RANDOM EVENT",24.80,24.10,25.29999924,27,="DAY",="12:31",="EDT",20,6.4000000950,6.4000000950,,5,45,,,="F",="F",35.08330154,,-76.26670074,,,,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:18:55 AM
="Pamlico Sound Survey",="NCDMF",09-12-1988,="8804222",="880422201",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZP33",="STRATIFIED RANDOM EVENT",24.90,24.30,25.70000076,25.70000076,="DAY",="13:06",="EDT",20,6.0999999050,6.0999999050,,5,45,,,="F",="F",35.03329849,,-76.29170227,,,,,,="25% COVER",,,,="01",="635-0034-000000",,3/1/2018 10:18:55 AM
="Pamlico Sound Survey",="NCDMF",09-12-1988,="8804223",="880422301",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="SHALLOW",="ZO39",="STRATIFIED RANDOM EVENT",24.50,23.40,27.39999962,27.60000038,="DAY",="14:00",="EDT",20,3.4000000950,3.4000000950,,5,45,,,="F",="F",35.03329849,,-76.19999695,,,,,,="25% COVER",,,,="01",="635-0034-000000",,3/1/2018 10:18:55 AM
="Pamlico Sound Survey",="NCDMF",09-12-1988,="8804224",="880422401",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZF45",="STRATIFIED RANDOM EVENT",25.10,23.80,25.10000038,27.20000076,="DAY",="15:24",="EDT",20,4.3000001910,4.3000001910,,10,90,,,="F",="F",35.19169998,,-76.09999847,,,,,,="50% COVER",,,,="01",="635-0034-000000",,3/1/2018 10:18:55 AM
="Pamlico Sound Survey",="NCDMF",09-12-1988,="8804225",="880422501",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZH48",="STRATIFIED RANDOM EVENT",24.60,24,25.89999962,26.70000076,="DAY",="16:13",="EDT",20,4,4,,10,90,,,="F",="F",35.16669846,,-76.03330231,,,,,,="25% COVER",,,,="01",="635-0034-000000",,3/1/2018 10:18:56 AM
="Pamlico Sound Survey",="NCDMF",09-13-1988,="8804226",="880422601",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZC54",="STRATIFIED RANDOM EVENT",23.50,23,24.39999962,24.89999962,="DAWN",="07:25",="EDT",20,6.4000000950,6.4000000950,,3,225,,,="F",="F",35.23329926,,-75.94170380,,,,,,="25% COVER",,,,="01",="635-0034-000000",,3/1/2018 10:18:56 AM
="Pamlico Sound Survey",="NCDMF",09-13-1988,="8804227",="880422701",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YX62",="STRATIFIED RANDOM EVENT",23.70,24.30,24.50,25.50,="DAY",="08:29",="EDT",20,5.8000001910,5.8000001910,,3,225,,,="F",="F",35.31669998,,-75.80829620,,,,,,="25% COVER",,,,="01",="635-0034-000000",,3/1/2018 10:18:56 AM
="Pamlico Sound Survey",="NCDMF",09-13-1988,="8804228",="880422801",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YW71",="STRATIFIED RANDOM EVENT",23.40,24,23.79999924,23.79999924,="DAY",="09:37",="EDT",20,4,4,,5,225,,,="F",="F",35.34170151,,-75.66670227,,,,,,="25% COVER",,,,="01",="635-0034-000000",,3/1/2018 10:18:56 AM
="Pamlico Sound Survey",="NCDMF",09-13-1988,="8804229",="880422901",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YV68",="STRATIFIED RANDOM EVENT",23.80,23.90,23.79999924,24.10000038,="DAY",="10:26",="EDT",20,4.5999999050,4.5999999050,,8,225,,,="F",="F",35.34999847,,-75.70829773,,,,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:18:56 AM
="Pamlico Sound Survey",="NCDMF",09-13-1988,="8804230",="880423001",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YQ68",="STRATIFIED RANDOM EVENT",23.70,24.30,25.10000038,25.29999924,="DAY",="11:11",="EDT",20,6.0999999050,6.0999999050,,10,225,,,="F",="F",35.43330002,,-75.70829773,,,,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:18:57 AM
="Pamlico Sound Survey",="NCDMF",09-13-1988,="8804231",="880423101",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YP65",="STRATIFIED RANDOM EVENT",24,24,23.50,25.79999924,="DAY",="12:02",="EDT",20,5.8000001910,5.8000001910,,12,225,,,="F",="F",35.45000076,,-75.75830078,,,,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:18:57 AM
="Pamlico Sound Survey",="NCDMF",09-13-1988,="8804232",="880423200",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YO64",="STRATIFIED RANDOM EVENT",24,23.70,22.20000076,25.60000038,="DAY",="12:41",="EDT",20,5.8000001910,5.8000001910,,15,270,,,="F",="F",35.46670151,,-75.77500153,,,,,,="CLEAR SKIES",,,,="02",="635-0034-000000",,3/1/2018 10:18:57 AM
="Pamlico Sound Survey",="NCDMF",09-13-1988,="8804232",="880423201",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YO64",="STRATIFIED RANDOM EVENT",24,23.70,22.20000076,25.60000038,="DAY",="12:41",="EDT",20,5.8000001910,5.8000001910,,15,270,,,="F",="F",35.46670151,,-75.77500153,,,,,,="CLEAR SKIES",,,,="02",="635-0034-000000",,3/1/2018 10:18:57 AM
="Pamlico Sound Survey",="NCDMF",09-13-1988,="8804233",="880423301",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YL67",="STRATIFIED RANDOM EVENT",23.80,24.80,21.39999962,22,="DAY",="13:21",="EDT",20,5.1999998090,5.1999998090,,18,225,,,="F",="F",35.51670074,,-75.72499847,,,,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:18:57 AM
="Pamlico Sound Survey",="NCDMF",09-13-1988,="8804234",="880423401",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YK76",="STRATIFIED RANDOM EVENT",24.50,23.50,21.10000038,23.50,="DAY",="14:24",="EDT",20,4.9000000950,4.9000000950,,16,225,,,="F",="F",35.53329849,,-75.56670380,,,,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:18:57 AM
